,loss,f1-score,f1_patch
0,0.614595377445221,0.40917805978209965,0.4642303426830785
1,0.42968865633010866,0.618069195657418,0.6600169706198364
2,0.33929661512374876,0.7112475888710592,0.7484834328735122
3,0.29932751655578616,0.7299025672344126,0.7711455715421173
4,0.2587125778198242,0.7789987230306996,0.8117583676823743
5,0.22475886344909668,0.8051352019093608,0.8350630589349057
6,0.21654150485992432,0.8089352562000904,0.8408369191933731
7,0.19621437788009644,0.8157559177039166,0.8524263181249964
8,0.17466946840286254,0.8371970590776048,0.8703311371382754
9,0.15082776546478271,0.8588993621087255,0.8899516367298533
10,0.14135156869888305,0.8635277949909712,0.8896308216263517
11,0.1262929320335388,0.8740081341843624,0.9096228316777394
12,0.11639472246170043,0.881659249446608,0.9084756106043365
13,0.1058773398399353,0.8863734414884356,0.9132057953099594
14,0.0972601056098938,0.8870899630022514,0.9230002991179187
15,0.09139442443847656,0.8938578281356504,0.9249913058792462
16,0.09458020925521851,0.8973038599834912,0.92377507046256
17,0.09605764150619507,0.8909616160037025,0.9229243795064411
18,0.08841865062713623,0.8953689981354838,0.928836750464542
19,0.07615970373153687,0.9074904665004768,0.9382628181169043
20,0.07633357048034668,0.9056150249995657,0.9338168111568372
21,0.07288527488708496,0.9108902975653773,0.9408173975874619
22,0.0675389289855957,0.9090358119798825,0.9385269012481077
23,0.06143640279769898,0.922248239964021,0.9460330057102639
24,0.05639699697494507,0.9324303898327322,0.9552364043327779
25,0.05847949981689453,0.9333528170880221,0.9568924503368145
26,0.05503365993499756,0.9281338653522495,0.954281528450218
27,0.052082371711730954,0.918918381375784,0.9501103949883651
28,0.053612697124481204,0.9319493663253893,0.9570261916812148
29,0.04803423881530762,0.9398299404827991,0.9607376476059037
30,0.050554525852203366,0.9294176133668419,0.9566019102253461
31,0.04944103956222534,0.9378394142362779,0.9631256487719794
32,0.047732865810394286,0.9384078204224615,0.9645658424736091
33,0.04502270221710205,0.9362756506601325,0.9614770298058672
34,0.04689652919769287,0.9418236331480015,0.9630193563847869
35,0.045067572593688966,0.9363426877913396,0.9638855239203308
36,0.04571678638458252,0.9375142940180815,0.9617293583980479
37,0.04289511442184448,0.9459288371686503,0.9657950366123558
38,0.04243251085281372,0.9470441965116606,0.9691373729530708
