,loss,f1-score,f1_patch
0,0.3838716765244802,0.517557685211436,0.5897031309420363
1,0.23342996537685395,0.5953184750769783,0.6682142334435234
2,0.20391805768013,0.6088718354484493,0.6830970336369746
3,0.17550743321577708,0.6202079969915671,0.6953848129735706
4,0.1560945192972819,0.6384067286193478,0.7137767987546098
5,0.15058698654174804,0.6418579731882941,0.7180803841676621
6,0.14601784944534302,0.6460934588953846,0.7199803492037219
7,0.13774719138940175,0.6482914792083788,0.7244416839461215
8,0.1486785739660263,0.6453626815973688,0.7201239234412312
9,0.13260712424914042,0.6567628504592549,0.7305223612952904
10,0.1291977455218633,0.6637503597666494,0.7390983015724139
11,0.12855057617028554,0.6593919952563976,0.7348093120171524
12,0.13504143953323364,0.6537735885813822,0.7288908162022066
13,0.12093556920687358,0.6664121084095689,0.7423387433298676
14,0.11552590727806092,0.6715762684615251,0.7493334688268118
15,0.1171757052342097,0.6694919467237388,0.7487671924284349
16,0.11236210068066915,0.6696425549252525,0.7464656051268475
17,0.10491558214028676,0.6801399166033157,0.7571358784487481
18,0.1129258801539739,0.6731138355895804,0.7518028196874353
19,0.11147006253401438,0.676735613222372,0.7537129924371047
20,0.10557183821996054,0.6800775198399956,0.7585092883502645
21,0.09999898175398508,0.6869685504236315,0.7653696426847314
22,0.09839453995227813,0.6905969006648841,0.7683145551303834
23,0.09656887551148732,0.6852491960723402,0.7631122749428964
24,0.09316097696622212,0.6914342240530152,0.7693074695959309
25,0.09254803458849589,0.6890652149105335,0.7692372487527812
26,0.09628791312376658,0.6878774378689724,0.7659307825912858
27,0.0939556360244751,0.6926219910784012,0.7713368384300339
28,0.08645457724730174,0.700223245465797,0.7790185264001831
29,0.08169112702210744,0.6996161976183761,0.7786908266235192
30,0.07975153724352518,0.6991783084492093,0.7778293820194708
31,0.07843030492464702,0.7068575506782359,0.7865323869096056
32,0.07761184573173523,0.7009370100476591,0.781847860801263
33,0.07777636150519053,0.709459847869799,0.7894437899652395
34,0.07648402353127798,0.7080122970916267,0.7892072298729105
35,0.07632364432017008,0.7094072419608662,0.790912480572244
36,0.0758906751871109,0.7059535200858673,0.7847086166353916
37,0.07520764271418254,0.7077993272168134,0.7876437782576834
38,0.07499564488728841,0.7063337806588544,0.7859299340808217
39,0.07412811517715454,0.7055733279637827,0.7852104957282472
40,0.07415502468744914,0.7073296039528791,0.7873676927116278
41,0.07308568954467773,0.7078006072726858,0.7872207710928127
42,0.07259125808874765,0.7100369842759159,0.7903879206209088
43,0.07280953327814738,0.7068143713334868,0.7863418842006119
44,0.0724732885758082,0.7041258247003065,0.7851962634396068
45,0.07273098727067312,0.7081732775934796,0.7880861782858825
46,0.07231477200984955,0.7057757575199762,0.7858150049052416
47,0.07177343368530273,0.7109668991758603,0.7905572521659799
48,0.0722507913907369,0.71221917090685,0.7908706114179489
49,0.07281780342260996,0.7086330293537499,0.78852259194345
50,0.07191511690616607,0.7085766320394421,0.7883868008498187
51,0.07247998317082723,0.7109983226480631,0.7915685455515334
52,0.072553750872612,0.7153429834189531,0.7954988664086297
53,0.07277181446552276,0.7054549019243395,0.7851434547810288
54,0.07261382440725962,0.7112641281993111,0.7910738263216075
55,0.07235457003116608,0.711702498639314,0.7917560076620728
56,0.07205605407555898,0.7103347028481523,0.7899276808004622
57,0.07192758619785308,0.7145657178667445,0.7931983009867621
58,0.07176008621851603,0.7112784560700263,0.7911864517522802
59,0.0723622351884842,0.7094115668110935,0.7886687684986503
60,0.07241989970207215,0.7084867956017468,0.7885693744125698
61,0.07213027477264404,0.705190730559744,0.7842503053597727
62,0.0722160538037618,0.7106635742548831,0.7909177530775168
63,0.07209178606669107,0.7079618841103995,0.7858892122834432
64,0.07239780326684316,0.7095496167363942,0.7903743764727494
65,0.07278745571772258,0.7087970671430507,0.7894461068462546
66,0.07224079072475434,0.7102524578572794,0.790257518478672
67,0.07215476830800374,0.7065901809974394,0.7865190727801673
68,0.07206004162629445,0.7123408250929404,0.7901513244042832
69,0.07189842959245046,0.7112400123006952,0.7903300058477569
70,0.0719158818324407,0.7091127994973572,0.7890391643202294
71,0.07194835344950358,0.7137021344995209,0.7940143084780655
72,0.07269949913024902,0.7050530678176928,0.7833385476839617
73,0.07285147309303283,0.7094210655730914,0.7908563443733562
74,0.07167945007483165,0.7081524597970578,0.7870518313047897
75,0.07180479764938355,0.7119677262990988,0.7923312664215031
76,0.0724280466636022,0.7137933492744364,0.79274450606921
77,0.07212162017822266,0.7080113541402664,0.7870634314458282
78,0.07189258535703023,0.7121237041075709,0.7917021018648236
79,0.07204197545846304,0.7052155699689444,0.7857492742847773
80,0.0715318739414215,0.7119174600375484,0.789893852859829
81,0.07169963320096334,0.709027222500347,0.7878846170266288
82,0.07210769951343536,0.7113822958546774,0.791258842516239
83,0.07298288544019063,0.7101302901330784,0.7915033792363673
84,0.07277354200681051,0.704643468763479,0.7843845863483435
85,0.07248667379220326,0.7138398938702161,0.7942347085579338
86,0.072385906179746,0.7123104579004259,0.7914876557258215
87,0.07246615688006083,0.7104510033604806,0.7901563525232163
88,0.07239790558815003,0.7067542913715396,0.7869459140465055
89,0.07266695896784464,0.7128166903120242,0.7936445352532628
90,0.0724594920873642,0.710019784807989,0.7908737471163505
91,0.07216685911019644,0.7058340519216189,0.7849587557686671
92,0.071745831767718,0.7084455150451417,0.7890395085957215
93,0.07219992776711782,0.7059643387738775,0.7829922604515799
94,0.07208183407783508,0.7119288985102799,0.7908433928552271
95,0.07246171236038208,0.7054786949914538,0.78484531713082
96,0.0730801691611608,0.7078269560525303,0.7881577936089772
97,0.07223642965157827,0.7085670639670499,0.7887233770776672
98,0.07199068665504456,0.7072784958205429,0.7868652456189439
99,0.07249057193597158,0.7090240541423395,0.7891843909706336
