,loss,f1-score
0,0.4637316316366196,0.627558248738448
1,0.2762014001607895,0.7696757455666858
2,0.20261447827021278,0.8113962749640148
3,0.1929473956425985,0.8132370104392367
4,0.18939295113086696,0.81423089603583
5,0.16215471128622694,0.8403158744176229
6,0.15025017360846202,0.85167010029157
7,0.14535567561785379,0.8561660538117091
8,0.13397496243317925,0.8672088036934534
9,0.135079104701678,0.8659138441085814
10,0.13819612761338548,0.8626456141471863
11,0.13001364966233572,0.870750508705775
12,0.13694151838620505,0.8637279788653055
13,0.14178170959154768,0.8587909162044524
14,0.13434882164001466,0.8661909033854803
15,0.126091397802035,0.8744102517763772
16,0.12202914953231817,0.8784464687108994
17,0.11275230050086973,0.8877000709374746
18,0.12166568537553152,0.8787559777498247
19,0.11535564859708149,0.8850409020980198
20,0.1138513535261154,0.8865517467260362
21,0.10905376076698303,0.891401270031929
22,0.10708223481973007,0.8932854841152829
23,0.10134867827097575,0.8990103791157404
24,0.10026128192742666,0.9000866691271462
25,0.098677267630895,0.901645956436793
26,0.09695177674293518,0.9033518582582473
27,0.09823712706565857,0.9020498722791676
28,0.09697971642017364,0.9032916774352391
29,0.09212296009063721,0.9081496020158133
30,0.09404231707255045,0.9062118967374166
31,0.09561002353827155,0.9046240925788874
32,0.08953457673390709,0.9107146243254344
33,0.08837947150071464,0.9118477245171864
34,0.08497504393259686,0.9152568697929384
35,0.08590887784957885,0.9143041839202245
36,0.08695550362269085,0.9132466286420823
37,0.08634490370750425,0.9138470232486723
38,0.08790404895941417,0.912286795179049
39,0.08557520906130472,0.9146315167347592
40,0.09183962444464362,0.9083355009555818
41,0.08870812753836314,0.9114767034848533
42,0.08257103959719339,0.9175999681154885
43,0.07792508800824482,0.9222382873296737
44,0.07803438206513724,0.9221304486195245
45,0.07544375856717427,0.9247054040431976
46,0.0742825319369634,0.9258789976437887
47,0.09759992957115174,0.9025866210460665
48,0.09056985576947528,0.9095812360445658
49,0.0980621119340261,0.9020613491535188
50,0.08364601433277132,0.9164857019980747
51,0.07634996672471364,0.9237898300091427
52,0.07337690393129985,0.926761430501938
53,0.07325972815354666,0.926861615975698
54,0.07249075571695965,0.9276344060897825
55,0.0705342451731364,0.9295853108167648
56,0.06801470220088958,0.9321124364932379
57,0.06652391254901886,0.9335865765810013
58,0.06623936990896863,0.9338737626870474
59,0.07056464354197184,0.9295384168624878
60,0.07689894934495291,0.9232205967108411
61,0.06734050512313848,0.9327840278546016
62,0.06299135486284888,0.9371191600958508
63,0.06215399702390032,0.9379601458708446
64,0.06055352588494619,0.9395465860764185
65,0.05915785928567251,0.9409425715605417
66,0.05822622577349344,0.9418712695439657
67,0.05648054877916971,0.9436241080363593
68,0.059491654237111405,0.9406132598718004
69,0.06430214146773022,0.9357894231875735
70,0.06737128794193264,0.9327218741178513
71,0.059536855419476835,0.9405502766370774
72,0.05611846943696341,0.9439728170633316
73,0.05522128840287527,0.9448675702015559
74,0.054597321152687055,0.9454823205868405
75,0.0498952070871989,0.9501895944277444
76,0.05415308475494384,0.9459232936302819
77,0.05145291686058044,0.9486266334851583
78,0.052208671967188515,0.9478725254535675
79,0.05220466653505962,0.9478674034277599
80,0.048944191137949615,0.9511285712321598
81,0.05369850397109985,0.9463789860407512
82,0.052781190474828085,0.9472934554020563
83,0.05758029917875926,0.9424865414698919
84,0.05249567925930023,0.9475804537534713
