,loss,f1-score,f1_patch
0,0.5893263041973114,0.38882733775395695,0.4715798320679978
1,0.3949990749359131,0.5780645351628155,0.6383924770167374
2,0.3393744766712189,0.5987918352770771,0.667175612027683
3,0.28034244775772094,0.649921063867792,0.7235207806657511
4,0.24561620950698854,0.6594705568106952,0.7326936681004729
5,0.21867963671684265,0.6731145254228534,0.7387777377126489
6,0.21277340054512023,0.6789745438997127,0.7493828927482774
7,0.20050423741340637,0.6580201103310674,0.7292201987690153
8,0.1901503622531891,0.68957072656641,0.7582809128741081
9,0.1828646779060364,0.6923360191953017,0.7691065525532981
10,0.15867095589637756,0.7104078078724724,0.7816312944123596
11,0.16750602722167968,0.699546475996498,0.769961874089093
12,0.15692431330680848,0.7152441312732203,0.7820764212776047
13,0.145193612575531,0.6881569495862556,0.76218962497069
14,0.1372976064682007,0.7157403970157935,0.7934431708987922
15,0.13244059085845947,0.7167740839587815,0.790742828013538
16,0.14555314183235168,0.7129246511175482,0.787182570059789
17,0.1379164218902588,0.704481336773485,0.7793463661584963
18,0.13303534388542176,0.7213565423009763,0.7950700302327521
19,0.11824893355369567,0.744916408503022,0.8174341454075182
20,0.1185607671737671,0.7381974541461066,0.8133492009305618
21,0.12284349203109741,0.7330475284764648,0.8046309000007226
22,0.11530874967575074,0.7246445274522024,0.8007165631869773
23,0.10633617043495178,0.7325019438809773,0.8050486233030612
24,0.10592275261878967,0.7648647953724345,0.8343940765020648
25,0.10856621861457824,0.7557089183442501,0.82694286482748
26,0.11728320121765137,0.7369875003693248,0.8021898154442534
27,0.10134493708610534,0.7533920648745619,0.8313393214280789
28,0.10234801173210144,0.7495313674905542,0.8158342249466509
29,0.09035486578941346,0.7594190902266035,0.8394005090898581
30,0.0887929379940033,0.765220026701397,0.8370219310603926
31,0.09209678173065186,0.7542363240501128,0.8318798689804607
32,0.09442748427391053,0.7662452908849452,0.8436132440866169
33,0.08566967248916627,0.7407396279313172,0.8160544156698002
34,0.08552688360214233,0.7568488413045956,0.8366244652783115
35,0.08475785255432129,0.7600278000995399,0.8411722949962595
36,0.08469346761703492,0.7620204718844754,0.8321381133659239
37,0.07837095856666565,0.7713874573481868,0.8465108699650121
38,0.07471176385879516,0.7920262999387098,0.8636137366906599
39,0.07461345195770264,0.7839528097956294,0.8611452953686681
40,0.07910717129707337,0.7571592698147975,0.8342168145792407
41,0.07393959760665894,0.7669213501342409,0.8441854660789574
42,0.06906779408454895,0.7822837385188879,0.8576072538572539
43,0.06998482942581177,0.7843779473051501,0.8590043380354031
44,0.06676712036132812,0.782719638214478,0.8574451321196884
45,0.06647067666053771,0.7891755813759097,0.861160036544652
46,0.06741558909416198,0.7711048032522007,0.8441503746089545
47,0.06705912947654724,0.7915853924195155,0.8654916434650163
48,0.06874980330467224,0.7659331438729439,0.8422085434289576
49,0.06405569314956665,0.7972620616255046,0.8738469329815484
50,0.05908133983612061,0.8021968897161609,0.8768683297307558
51,0.05405259132385254,0.7725919474405804,0.8491947015837548
52,0.05258033275604248,0.7991761199787792,0.8822169283707746
53,0.05292467474937439,0.7907119319777651,0.8709972473286081
54,0.05076469779014588,0.7854901286690996,0.856802503052503
55,0.051532638072967527,0.8136728145203437,0.889349336560875
56,0.051467931270599364,0.8044093420030979,0.8777959220266913
57,0.048189717531204226,0.7883350155408623,0.8645278267097793
58,0.04913632869720459,0.7808634954339813,0.8549233779041471
59,0.05004304051399231,0.797323067749866,0.874685748997879
60,0.04909817576408386,0.8017188735583071,0.8750665861094855
61,0.047002512216567996,0.7968071822841956,0.8761571654840885
62,0.047018510103225705,0.8189970823145922,0.8905537624768394
63,0.047059518098831174,0.8048204001963478,0.8753194241655781
64,0.04556982517242432,0.7865701770993122,0.8646089167243014
65,0.04725732207298279,0.7962195960423124,0.8672161919277304
66,0.046551257371902466,0.8003833095509492,0.8719240465320348
67,0.04714335203170776,0.8036314479290741,0.8727123837700761
68,0.049249577522277835,0.7940497328609558,0.8736461401846018
69,0.04866859316825867,0.7982310812704153,0.8758272176541407
70,0.04811215400695801,0.7977015790359737,0.8798562852335042
71,0.04776594638824463,0.8050453315342715,0.8800086878933031
72,0.04648509621620178,0.8040087119263513,0.8792236059469788
73,0.04686356782913208,0.7944436941052199,0.8806421077279065
74,0.04772158265113831,0.8026164522596024,0.8753481741795351
75,0.047512364387512204,0.8130693672813566,0.885965359426898
76,0.046994924545288086,0.7919100323927953,0.8659344378501184
77,0.04679226875305176,0.8107420319512937,0.8852126703014278
78,0.05015389323234558,0.7940021117922491,0.8673243850166926
79,0.04780693650245667,0.8160445996394763,0.8857943872366949
80,0.04686984419822693,0.8037894723234726,0.8841354782626972
81,0.047566598653793334,0.8024213598311001,0.8822147617339926
82,0.0475525438785553,0.8144413641811017,0.8892700765703724
83,0.050710123777389524,0.7918360602340933,0.8672280374129487
84,0.04634426832199097,0.7987819368895148,0.8752915247146017
85,0.046082669496536256,0.795392795700124,0.8726675461290846
86,0.04829742908477783,0.7947450703234091,0.8692515710784943
87,0.047892826795578006,0.8059902591277117,0.8791776230015875
88,0.04890699982643128,0.7906279543414345,0.8643577354598065
89,0.047309255599975585,0.7860319150725434,0.8617928857795721
90,0.04772582054138184,0.7917284606175486,0.8689745675100704
91,0.049855244159698484,0.7979446092557746,0.8705789189443035
92,0.04709929823875427,0.7960069487258663,0.868788636577098
93,0.04848749041557312,0.8041915457909992,0.879726299341684
94,0.04635905623435974,0.7904662859759763,0.8716485971293665
95,0.04855570197105408,0.7911614604782136,0.8676430374359368
96,0.048988240957260135,0.7854424440236836,0.8660258725495412
97,0.04757243990898132,0.7897335313527182,0.8726924201702309
98,0.04746354818344116,0.8135017692894045,0.8873519856212164
99,0.047332823276519775,0.7958406931231623,0.8689243325707823
